x,y,latent_sum-auto_d139
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,0.0005921852
11,0,
12,0,
13,0,
14,0,0.00015097857
15,0,0.00011238456
16,0,0.00035461597
17,0,0.00037457794
18,0,-0.0005408861
19,0,0.00023819879
20,0,-0.000105109066
21,0,-0.00037558936
22,0,-0.0005259253
23,0,-0.000564171
24,0,-0.00020856783
25,0,0.0001036115
26,0,-8.651428e-05
27,0,-0.00035426393
28,0,0.0008498505
29,0,0.00036953762
30,0,0.0001595784
31,0,-0.00056606904
32,0,0.00047940388
33,0,0.0002642572
34,0,0.00018873811
35,0,-9.955093e-05
36,0,-0.00036291778
37,0,-0.0003863871
38,0,0.00015392713
39,0,0.0002895929
40,0,0.0003402643
41,0,-0.00039657205
42,0,0.00035139918
43,0,-0.00019036233
44,0,-0.00013278984
45,0,-0.0006319303
46,0,0.00020315684
47,0,-0.00019238889
48,0,-0.0006851796
49,0,0.00031690672
50,0,0.00020869821
51,0,-0.0003381595
52,0,-7.0575625e-05
53,0,8.6348504e-05
54,0,0.00025421008
55,0,-0.00075001456
56,0,-0.00015277788
57,0,1.513958e-05
58,0,0.00044093095
59,0,4.720874e-05
60,0,0.00025760382
61,0,-9.816699e-05
62,0,-0.00023403578
63,0,0.00032327324
64,0,0.0003539566
65,0,-6.587058e-05
66,0,-0.00016288087
67,0,0.000497628
68,0,0.00017541833
69,0,0.00021507591
70,0,-0.00017626584
71,0,-0.00019624084
72,0,0.0001138784
73,0,-0.0004479941
74,0,-1.532957e-06
75,0,-8.223206e-05
76,0,8.283183e-05
77,0,-0.0001256261
78,0,-0.00010638684
79,0,0.00047006644
80,0,0.00023658201
81,0,0.00037640892
82,0,0.00032044947
83,0,4.6161935e-05
84,0,0.00020859204
85,0,-5.098246e-05
86,0,0.00061179325
87,0,-3.99407e-05
88,0,0.0003767982
89,0,-0.00016950816
90,0,0.00025652163
91,0,0.00048811734
92,0,0.0006319564
93,0,6.0351565e-05
94,0,0.000157943
95,0,-2.5490299e-05
96,0,-0.00016163476
97,0,0.00073284097
98,0,0.0001972355
99,0,0.00014776364
100,0,0.0002306141
101,0,-0.00061313435
102,0,0.00011861883
103,0,-9.343028e-05
104,0,0.000280343
105,0,-0.0003388282
106,0,0.00029706955
107,0,0.00050752796
108,0,0.0006886795
109,0,0.00046555884
110,0,0.00035930984
111,0,-0.00012592599
112,0,8.80789e-05
113,0,0.00019140542
114,0,0.00012505241
115,0,0.0003961865
116,0,0.00024206191
117,0,-1.7840415e-05
118,0,-0.0004749503
119,0,2.34209e-05
120,0,-0.00012457184
121,0,-1.4645979e-05
122,0,-4.3660402e-06
123,0,0.0004056245
124,0,0.00030981563
125,0,0.00024930388
126,0,-7.1506947e-06
127,0,0.00086938776
128,0,0.00016280077
129,0,0.00040041283
130,0,0.0003976561
131,0,0.00019447878
132,0,0.0002050437
133,0,1.0091811e-05
134,0,0.00033213012
135,0,0.00027198344
136,0,0.00013066083
137,0,0.00042697787
138,0,-4.607439e-05
139,0,
140,0,
141,0,0.0005851388
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,-5.5857003e-05
150,0,0.0007253438
151,0,
152,0,8.535758e-05
153,0,0.00070828944
154,0,
155,0,0.0005518049
156,0,0.0005840119
157,0,0.00021915883
158,0,-0.00011123717
159,0,0.0005728211
160,0,0.0003691297
161,0,0.0003632512
162,0,0.0002539102
163,0,
164,0,
165,0,0.00033207983
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,-0.00029024296
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,0.00047639012
187,0,0.0007227212
188,0,0.00045615807
189,0,0.00022030249
190,0,0.0007027853
191,0,5.438924e-05
192,0,-3.0007213e-06
193,0,0.00023399293
194,0,0.00015050918
195,0,-9.384751e-05
196,0,0.00075886026
197,0,-5.4296106e-06
198,0,0.00083903037
199,0,3.9618462e-06
200,0,4.76595e-05
201,0,0.000314489
202,0,0.0006621592
203,0,0.00012401119
204,0,0.00011616573
205,0,0.00010306388
206,0,0.0002919808
207,0,0.00028309226
