x,y,latent_d94
464,181,0.0009816224
227,240,0.00026620645
186,195,0.0004465722
363,227,0.0010911836
363,219,8.2656974e-05
251,142,0.00095382286
87,81,-0.00012691412
99,41,0.00027780794
175,173,0.0006520457
160,79,0.0007713635
319,176,-0.0005523595
314,118,-8.976599e-05
100,144,0.00044881017
183,187,-8.371496e-05
154,213,0.0006854017
466,70,1.9922853e-05
109,200,0.0008435927
259,4,0.0003614293
441,214,0.00018372596
312,78,0.00044300896
68,264,0.0010471679
120,115,0.0005440987
196,53,0.0007392464
405,69,0.00042119646
263,116,0.0008483541
193,86,-0.00018008193
80,263,0.0010125302
314,161,0.00011649681
83,147,0.0007118881
319,30,0.00048621208
223,41,0.000563049
367,161,0.0005158447
165,205,0.0005050381
385,240,0.00077425037
312,197,0.00054983865
166,209,0.0007729968
351,25,0.00016218703
90,63,0.00025005126
269,129,4.874007e-05
416,35,0.0010797929
143,235,0.00024351571
138,100,0.000121301506
158,215,0.0008237753
211,120,1.20732e-05
113,14,0.00010264944
330,48,0.00028580148
374,90,0.0008225674
296,168,0.0008990958
33,72,0.00050419825
247,146,0.00023308513
418,61,0.00016681384
4,246,0.0006223917
477,209,0.000905029
388,57,0.00023373938
314,162,7.497845e-06
238,26,8.638762e-05
490,57,0.00038722018
99,109,0.00064508617
456,90,0.00044659898
338,94,0.00045069656
168,241,3.519142e-05
308,216,0.00023410749
184,263,0.00049156696
71,13,0.00037766783
465,51,0.00025382638
139,216,0.00052552344
275,77,0.0002833777
300,14,0.00010364945
222,82,0.0013940451
192,139,0.00040666573
427,7,1.3216864e-05
307,29,0.00023297267
352,174,0.00030854344
95,84,0.00013306178
380,169,0.00017637992
416,137,0.0004929644
183,194,0.00034424174
70,221,0.00079998863
85,94,3.5221456e-05
129,14,0.0004015509
226,81,3.1594653e-05
385,207,0.00021834788
380,179,0.0004560887
455,227,0.00021769758
182,190,0.000121177174
341,99,0.00028735353
83,68,-2.372777e-06
277,260,0.0001473485
342,197,0.0004471226
1,228,0.00027515646
27,242,0.0009947664
430,173,0.0003503936
123,98,0.0005008292
190,120,0.00042207446
15,191,0.0009131667
25,118,0.00041780132
231,135,-0.00017667655
322,120,0.00029553147
2,49,0.00026780693
456,68,0.00063396455
412,68,0.0006829754
222,80,0.00055407686
342,89,0.00021378254
