x,y,latent_d40
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,0.00034715456
11,0,
12,0,
13,0,
14,0,-7.886498e-05
15,0,-2.687372e-05
16,0,0.0001437334
17,0,-1.9757077e-05
18,0,7.1692804e-05
19,0,0.0002895059
20,0,-0.00011628249
21,0,8.874887e-05
22,0,4.1203108e-05
23,0,0.00026745588
24,0,6.841123e-05
25,0,-0.00012422254
26,0,-0.00013644982
27,0,-8.126086e-05
28,0,-0.00012893014
29,0,-1.9313768e-05
30,0,6.467628e-06
31,0,-1.6767706e-05
32,0,-0.00020240399
33,0,-0.00012447167
34,0,-4.2437052e-05
35,0,0.00012856175
36,0,-0.00024793937
37,0,0.00031473837
38,0,7.794029e-05
39,0,0.00010063604
40,0,-0.00022581418
41,0,6.075151e-05
42,0,-4.73751e-05
43,0,-0.0001693971
44,0,-1.2539676e-06
45,0,0.00014149694
46,0,-6.7233515e-05
47,0,-0.00023851794
48,0,-0.000114047725
49,0,0.00023647584
50,0,9.413168e-05
51,0,-0.00018719671
52,0,1.1493685e-05
53,0,-0.000108687964
54,0,6.312388e-06
55,0,0.00010250282
56,0,2.4755427e-05
57,0,0.00014657353
58,0,0.0001536322
59,0,0.0002013715
60,0,0.00014784426
61,0,-0.000106370775
62,0,-4.1828607e-05
63,0,0.00039106567
64,0,4.6112225e-05
65,0,0.00023961533
66,0,-0.00017988012
67,0,9.8827295e-05
68,0,-6.187789e-05
69,0,0.00018182787
70,0,7.0259266e-05
71,0,-8.5726904e-05
72,0,-4.6232657e-05
73,0,-2.8101553e-05
74,0,-0.00013398286
75,0,-0.00011976855
76,0,-0.00033643804
77,0,-0.00029375823
78,0,-0.00011241954
79,0,-6.817654e-05
80,0,7.675134e-05
81,0,0.00013877469
82,0,-7.66241e-05
83,0,-3.66139e-05
84,0,6.185507e-05
85,0,-0.0003494125
86,0,-4.712853e-05
87,0,6.3472835e-05
88,0,-0.00012422388
89,0,-6.2102685e-05
90,0,-0.00017799245
91,0,-0.00020648236
92,0,-4.3423497e-05
93,0,-0.00018612994
94,0,0.00011637929
95,0,-7.088593e-05
96,0,0.00022871606
97,0,0.00011293212
98,0,-0.00039027078
99,0,-3.5739213e-05
100,0,-0.00012241892
101,0,-0.0002018605
102,0,0.00026186893
103,0,-6.77043e-05
104,0,0.00024742162
105,0,4.1011954e-05
106,0,0.00022958877
107,0,-0.00012927182
108,0,0.00016290345
109,0,4.026876e-05
110,0,-0.000101425336
111,0,-7.3344563e-06
112,0,-0.00013616623
113,0,7.7179575e-05
114,0,-5.6810677e-06
115,0,6.8701804e-05
116,0,8.3354535e-05
117,0,0.000106334104
118,0,0.000114544004
119,0,0.00011376041
120,0,6.7768444e-05
121,0,-8.578366e-05
122,0,-6.664416e-05
123,0,6.14491e-05
124,0,1.1345313e-05
125,0,5.2737654e-05
126,0,0.00012392469
127,0,5.2049174e-05
128,0,-0.00011807552
129,0,0.00015626755
130,0,-7.141457e-05
131,0,5.4720265e-05
132,0,-0.00024224888
133,0,0.00042284472
134,0,0.00019448588
135,0,0.0001844202
136,0,0.0001768191
137,0,0.00048400182
138,0,0.00017197436
139,0,
140,0,
141,0,0.00030368264
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,0.00015696691
150,0,0.000530951
151,0,
152,0,0.00034480233
153,0,0.00045744854
154,0,
155,0,0.00048494706
156,0,0.00028971746
157,0,0.0006357801
158,0,0.00027075567
159,0,0.00039685733
160,0,0.00050885545
161,0,0.0005109383
162,0,0.0002935559
163,0,
164,0,
165,0,0.00047456747
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,0.000520924
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,0.00064350374
187,0,0.00030812155
188,0,0.00016258965
189,0,0.00010707957
190,0,2.6858179e-05
191,0,-5.244708e-05
192,0,0.0003023827
193,0,0.0001326063
194,0,7.812161e-05
195,0,-1.8617313e-05
196,0,3.0099123e-05
197,0,-0.00014170707
198,0,-0.00013435195
199,0,9.4195304e-05
200,0,0.00013605104
201,0,5.4509903e-05
