x,y,latent_d25
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,0.0004218499
11,0,
12,0,
13,0,
14,0,0.00045499194
15,0,0.00024858757
16,0,0.00015857245
17,0,0.00019895553
18,0,8.690299e-05
19,0,0.00011255767
20,0,-2.661359e-05
21,0,0.00010309031
22,0,0.00039168994
23,0,4.266936e-05
24,0,0.00012000266
25,0,8.723221e-05
26,0,-3.259082e-05
27,0,0.00022062974
28,0,0.00011673558
29,0,9.2029455e-05
30,0,0.00010058179
31,0,0.0001471279
32,0,4.556717e-05
33,0,6.767339e-06
34,0,0.00010366121
35,0,5.0555333e-05
36,0,3.8422062e-05
37,0,5.3826137e-05
38,0,0.00037858903
39,0,0.00024293538
40,0,0.00012874405
41,0,0.00017363939
42,0,0.0001112459
43,0,9.0796384e-05
44,0,0.00013961631
45,0,0.0001377099
46,0,6.1301864e-05
47,0,0.00013643212
48,0,0.00020913163
49,0,0.00021135004
50,0,0.00021652447
51,0,0.00034796714
52,0,6.238266e-05
53,0,0.00016200577
54,0,8.32252e-05
55,0,0.00030586484
56,0,0.00031127862
57,0,4.557881e-05
58,0,0.0001495321
59,0,0.00021267764
60,0,-2.0563253e-05
61,0,0.00014712929
62,0,0.00014184683
63,0,0.00013117341
64,0,2.7990784e-05
65,0,0.00017167849
66,0,8.405687e-05
67,0,0.00015449419
68,0,4.6769506e-05
69,0,-1.1697062e-05
70,0,0.00012809772
71,0,3.1405478e-05
72,0,-7.352908e-06
73,0,7.856521e-06
74,0,3.7446967e-05
75,0,4.5393943e-05
76,0,4.7230977e-05
77,0,-1.3439101e-05
78,0,-3.448839e-05
79,0,0.0001519717
80,0,7.14435e-05
81,0,6.081944e-05
82,0,0.00018252188
83,0,6.735872e-05
84,0,0.00015963742
85,0,-1.4287652e-06
86,0,0.00016532594
87,0,0.00020246848
88,0,0.000117221265
89,0,0.00020617142
90,0,5.8410573e-05
91,0,0.00012970984
92,0,6.9227885e-05
93,0,1.6536913e-05
94,0,5.945738e-05
95,0,2.500217e-05
96,0,0.0003995736
97,0,0.00018316123
98,0,0.0001665306
99,0,5.134649e-05
100,0,3.3978256e-05
101,0,0.00023911695
102,0,0.00029253343
103,0,2.1656859e-05
104,0,0.00027657708
105,0,0.0001140869
106,0,0.00014861103
107,0,0.0002210791
108,0,9.409606e-05
109,0,0.00010823307
110,0,9.01724e-05
111,0,-2.8499635e-06
112,0,-7.8126905e-05
113,0,7.7622826e-05
114,0,8.238002e-05
115,0,6.0812454e-05
116,0,0.00019417598
117,0,6.981415e-05
118,0,7.056713e-05
119,0,3.7142425e-05
120,0,0.00011835655
121,0,2.9554474e-05
122,0,7.8404206e-05
123,0,-1.2184144e-05
124,0,-6.4995256e-05
125,0,9.086251e-05
126,0,0.00019270123
127,0,-4.7442154e-05
128,0,7.623329e-05
129,0,1.9353698e-05
130,0,7.888337e-05
131,0,7.9170684e-05
132,0,0.00014455605
133,0,0.00031366653
134,0,0.00038260303
135,0,0.00032993208
136,0,0.00032418116
137,0,0.00040481228
138,0,0.00031756784
139,0,
140,0,
141,0,0.00065141625
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,0.00070447463
150,0,0.0006336988
151,0,
152,0,0.00038217462
153,0,0.0007022534
154,0,
155,0,0.0006148637
156,0,0.0007058055
157,0,0.0004975888
158,0,0.0004727774
159,0,0.00061975967
160,0,0.000519161
161,0,0.0004812813
162,0,0.00046696037
163,0,
164,0,
165,0,0.00070687
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,0.00039095792
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,0.00032627943
187,0,0.00036613818
188,0,0.00021176122
189,0,0.00028321135
190,0,0.00012331165
191,0,0.00022712897
192,0,0.00026996422
193,0,0.00037279993
194,0,3.4933328e-05
195,0,0.00028898928
196,0,0.00020881358
197,0,0.00038200885
198,0,0.00026054995
199,0,9.4924006e-05
200,0,0.00026431482
201,0,0.00023310899
202,0,0.00012992823
203,0,0.00017270481
204,0,0.00021316751
205,0,0.00039249647
206,0,7.9187914e-05
