x,y,latent_d45
370,24,-0.000473729
145,35,0.00027856824
390,35,0.0008023841
165,28,-7.516111e-05
158,208,0.00013263931
217,201,3.4903525e-05
141,80,0.0005517084
442,192,-3.442692e-05
255,158,0.0001247091
368,41,0.0004990533
308,186,0.00019511802
379,99,-0.000385841
398,69,-0.00013797975
27,8,-0.00013966451
460,185,-0.00017584919
371,150,-0.00010753574
269,33,-0.00015982019
253,53,0.000109595596
160,236,0.00020854676
76,61,0.00015117729
49,153,0.0003656823
322,64,4.792621e-05
334,169,0.000102490536
85,256,0.00016284024
180,79,0.00019933784
294,182,-0.00012987631
329,178,0.00020838098
289,55,9.686162e-05
207,207,-0.0005019341
365,24,-0.00015048834
493,200,6.085483e-05
255,210,0.00026090944
184,114,-0.0007746458
246,71,-3.7168735e-05
7,103,-3.8886094e-05
422,209,4.3030246e-05
331,43,0.0003554508
487,233,-2.2783526e-05
264,260,0.00045914238
266,158,0.00018326414
392,80,0.0003954455
0,221,4.8819347e-05
106,112,0.00036057306
101,202,-0.00044285285
287,38,0.0003351284
467,166,5.9170416e-06
483,37,-0.00010634551
232,77,0.00014222821
458,146,0.000551375
334,176,0.00021386554
93,166,-6.0151913e-05
162,87,0.00047479512
205,244,0.0003500901
118,210,-0.00024100917
72,37,0.00020840706
178,213,0.00052503066
325,252,1.0000891e-05
241,80,-0.00018823298
484,140,-6.2864856e-05
408,11,0.0001009641
88,48,0.00021314842
460,198,9.916385e-05
136,49,0.000530016
213,192,0.00037172658
283,8,-2.7492293e-05
488,177,7.453596e-05
16,260,-0.00026703312
343,94,0.00019400229
429,251,-0.00011687691
227,72,0.0002996124
341,154,-0.00010747707
323,4,0.00010991504
329,248,1.5340163e-05
96,145,-0.00025835505
146,64,0.00024388207
95,102,-0.00010728149
138,259,0.00015633495
182,1,0.0006891977
306,40,0.00022606214
447,108,0.0005257245
201,27,7.1119866e-05
31,132,0.00032950414
315,111,-0.0001754897
332,121,2.1260581e-05
177,72,6.1015948e-05
196,204,-8.672127e-06
397,45,0.00016181951
285,94,0.00015398057
411,107,8.7075285e-05
456,249,-0.00031542184
239,61,0.00028238574
352,202,-5.992467e-05
224,211,9.986048e-05
369,216,-2.5536516e-05
49,246,0.00045403314
405,141,6.7570596e-05
428,142,0.00043208746
405,149,-1.2537115e-05
359,69,0.00042760593
360,164,-0.00024600106
420,14,0.00031071377
187,143,0.0003937654
316,214,0.0005463747
390,86,-2.4284818e-05
60,243,0.00024896802
171,223,0.0008627487
320,132,0.00051204616
35,97,0.00013867521
16,70,0.00038268825
342,170,8.586922e-05
429,25,-8.31146e-05
463,137,0.00019547844
386,179,-8.071086e-05
449,134,-0.00017087127
226,235,-0.00032826664
439,105,7.9844496e-05
437,218,-6.0829916e-05
344,227,-0.00015768374
417,94,0.00063270924
359,259,0.00036433653
442,71,0.00038466265
49,4,0.00023058278
381,13,-0.00026585127
407,75,-0.0005461775
485,39,0.0005957525
196,64,-1.176598e-05
221,212,-3.932102e-05
28,102,1.41164055e-05
202,124,4.65255e-05
349,116,0.0006632557
295,84,0.00036356354
312,104,-0.000121395686
333,48,0.0001876246
200,205,0.00031220017
215,247,0.00026566663
79,41,0.00022021343
380,226,-3.829936e-05
277,122,-0.00023977237
370,232,-0.0001167726
271,88,0.00037116406
334,12,0.00010369101
66,132,0.00010888686
457,110,0.00040812918
177,190,0.00040748843
429,155,7.6034456e-05
376,59,0.0004976116
296,169,6.948633e-05
203,24,-0.000527091
63,44,-5.2820542e-05
69,112,8.631998e-05
240,133,0.00017434394
26,232,-9.413122e-05
183,131,-6.474054e-05
120,213,4.636473e-06
3,54,4.8495247e-05
181,194,0.00013136526
207,136,0.0001076007
94,120,0.0006745182
157,93,0.000616928
374,32,-0.0002341984
461,205,0.00040086207
489,7,0.00031647307
392,99,0.00018387509
101,111,0.0006202947
325,95,0.00020440796
258,263,0.0006981011
310,96,0.00017711928
82,238,-8.247665e-05
160,113,0.00018876174
483,194,0.00033396145
188,78,0.00027638616
383,58,-0.0004641848
32,109,-6.881321e-05
216,68,-0.00018103293
236,15,0.00026551483
410,52,0.00020090526
412,188,-7.446448e-05
27,27,-0.00010166655
129,170,0.0004500359
438,224,0.00013354828
186,179,-1.8437044e-05
333,177,0.00020846946
464,209,0.00018217636
374,53,0.0007264012
487,3,0.0001795314
487,261,0.00026348082
167,245,2.8312556e-05
411,46,0.00021564995
362,208,0.00016808172
150,94,0.00036542153
231,6,4.0529645e-05
249,97,6.810331e-05
25,203,0.00025058666
120,260,8.848531e-05
392,137,0.0001697283
12,171,0.00015565695
486,144,-0.00034605304
102,188,-9.803253e-05
250,207,0.00061085855
490,54,0.00035593135
80,229,0.00039335003
420,2,7.24023e-05
240,70,0.0006868247
119,81,-8.976669e-06
190,243,-0.0002623495
465,134,-0.00019652455
239,228,0.00050098856
26,64,0.00036857126
372,119,-0.00021466764
157,233,-0.00025791174
54,207,0.00044305006
321,166,0.0007162172
302,105,0.00028173847
463,187,-0.00010823051
435,236,0.0001466492
0,110,0.00021251512
247,229,0.00042354537
29,115,-0.0003732961
470,49,0.00033093465
53,7,-0.00048622547
48,207,0.0003586238
381,3,-3.6625774e-05
316,6,0.00018333679
102,88,0.0004908204
213,88,0.0009849336
346,159,4.2390428e-05
8,23,6.798038e-05
384,198,-2.938474e-05
379,146,0.0001249736
467,110,0.00025315618
411,83,0.0002715703
7,105,-0.00011403917
270,55,0.00030776986
157,38,0.00040009653
291,34,5.3649186e-05
493,52,0.00026080047
10,176,-3.453123e-05
95,181,0.00021385716
330,123,3.949774e-05
347,132,-8.573069e-05
225,264,1.578941e-06
16,62,-0.00015713891
3,55,0.00023693533
22,2,5.600392e-06
86,225,0.0001781102
40,101,-0.000100051635
247,32,-0.0001606798
376,78,-0.00045641197
137,224,0.00038114784
128,250,0.00044343283
53,101,0.00076180266
46,27,-0.00018607231
44,210,0.00016596855
179,27,5.4994947e-05
442,220,-0.000305968
489,12,0.0005734082
146,83,0.00032079255
299,67,-0.00010834227
472,177,-4.3535256e-05
0,47,0.00014234835
