x,y,latent_d97
370,24,-6.429991e-05
145,35,0.00019859662
390,35,-0.0001808093
165,28,-8.774968e-05
158,208,-7.531745e-05
217,201,-0.00012841681
141,80,-0.00018727733
442,192,-1.253793e-05
255,158,-4.068436e-05
368,41,-0.00041792588
308,186,-0.00047340477
379,99,-0.0005215029
398,69,-0.00044018542
27,8,0.00013824785
460,185,-0.00012913113
371,150,-6.584218e-05
269,33,-2.0829495e-05
253,53,0.0001889714
160,236,0.00038455194
76,61,-0.00010831049
49,153,0.00029706163
322,64,-6.563077e-05
334,169,-0.0005564266
85,256,-0.00019671628
180,79,-0.000192896
294,182,-0.0001089205
329,178,0.000114696566
289,55,0.000111675356
207,207,4.2264815e-05
365,24,1.6130041e-05
493,200,-8.9380424e-05
255,210,0.00040161656
184,114,-0.0001810086
246,71,0.00014272565
7,103,-0.00016201334
422,209,-0.00025480846
331,43,-0.0003789994
487,233,-0.0006082286
264,260,0.000169707
266,158,5.0642062e-05
392,80,-0.00046271505
0,221,0.00037286105
106,112,-5.766051e-05
101,202,-1.0855962e-05
287,38,6.197533e-05
467,166,-6.355019e-05
483,37,-0.00025959825
232,77,-8.669635e-05
458,146,2.237456e-05
334,176,0.0004379074
93,166,-0.00016448973
162,87,-0.00052540423
205,244,0.00013531977
118,210,-0.00018873112
72,37,3.3293385e-05
178,213,-4.4926535e-05
325,252,-3.0998606e-05
241,80,0.00022915239
484,140,-7.194234e-05
408,11,-0.00041364832
88,48,6.9966074e-05
460,198,-0.00021194806
136,49,-0.0008380697
213,192,8.951919e-05
283,8,0.00011628354
488,177,-0.00010258285
16,260,-0.00020706328
343,94,5.5706594e-05
429,251,7.1148854e-05
227,72,0.0004070145
341,154,-9.621447e-05
323,4,-0.00022975123
329,248,3.523426e-05
96,145,-0.00020169886
146,64,-0.0007579704
95,102,0.00018185424
138,259,-0.00033284677
182,1,0.00019420637
306,40,-0.0001448202
447,108,-0.0006122305
201,27,-1.4695805e-05
31,132,0.00035626115
315,111,0.0002320609
332,121,-0.00012960611
177,72,-7.43079e-05
196,204,0.0001513972
397,45,2.1702144e-05
285,94,-0.00016284036
411,107,8.735573e-05
456,249,9.8132994e-05
239,61,-0.00064277044
352,202,2.8267968e-05
224,211,0.00046581076
369,216,-1.868559e-05
49,246,0.00027913554
405,141,6.207684e-05
428,142,7.58688e-05
405,149,-0.0002508727
359,69,-0.00030021137
360,164,-5.2677e-05
420,14,-0.00039865496
187,143,4.412653e-05
316,214,-5.4459088e-06
390,86,6.547896e-05
60,243,0.00022264989
171,223,0.0001122118
320,132,5.3475145e-05
35,97,-1.0205898e-05
16,70,-0.0005028122
342,170,-4.209252e-05
429,25,-0.00030588312
463,137,0.00014368212
386,179,0.00012740726
449,134,-0.00033688778
226,235,0.00013258727
439,105,-0.00020517176
437,218,-5.2689575e-06
344,227,0.00017499691
417,94,0.00022577448
359,259,-0.00049488014
442,71,6.493321e-05
49,4,3.6294106e-05
381,13,-0.0003600479
407,75,0.00040520588
485,39,0.00014485279
196,64,0.00028997147
221,212,-0.00014353776
28,102,-0.00010711653
202,124,-1.2371223e-05
349,116,-0.00014885096
295,84,-2.8421637e-05
312,104,-6.515579e-05
333,48,0.00051436713
200,205,0.00027298974
215,247,-0.00019999826
79,41,7.685879e-05
380,226,0.00023180014
277,122,0.00011193892
370,232,-0.0002466389
271,88,0.00047667744
334,12,0.000326755
66,132,9.271363e-05
457,110,-0.00023004552
177,190,-0.0004719845
429,155,-0.00025298027
376,59,7.674238e-05
296,169,1.8342864e-05
203,24,9.894138e-05
63,44,5.243579e-05
69,112,0.00022382801
240,133,4.3150503e-05
26,232,4.8572663e-05
183,131,0.00021910621
120,213,7.884903e-05
3,54,0.00024141232
181,194,0.00015735114
207,136,0.00019807415
94,120,-0.00029255776
157,93,-0.00042823004
374,32,-0.00029284833
461,205,9.97209e-05
489,7,-0.00011289632
392,99,8.3704945e-05
101,111,0.0005243267
325,95,-5.1023904e-05
258,263,-0.000855451
310,96,-2.4609733e-05
82,238,-0.00012747897
160,113,0.000113272574
483,194,8.7170396e-05
188,78,0.00041435612
383,58,0.00013958337
32,109,-0.00029369676
216,68,6.326428e-05
236,15,0.00073800003
410,52,0.0007337942
412,188,0.00011904398
27,27,0.0004073917
129,170,-2.9132236e-05
438,224,-0.00041288743
186,179,-5.448237e-08
333,177,0.00045722397
464,209,-0.0002665664
374,53,0.00010327855
487,3,0.00012875209
487,261,0.00021538092
167,245,-1.4223624e-05
411,46,-9.455858e-05
362,208,-0.00043199817
150,94,-0.00016881572
231,6,-0.00030687964
249,97,-0.00034350855
25,203,0.0002869661
120,260,-0.0002658763
392,137,-3.5066623e-05
12,171,0.00010576984
486,144,-0.00014852686
102,188,0.00011825049
250,207,-0.00011161575
490,54,-0.0002602511
80,229,0.0002434426
420,2,-0.0004938203
240,70,4.5806635e-05
119,81,-0.0004083882
190,243,0.00021741586
465,134,-0.00042811828
239,228,0.00021467404
26,64,-0.0003296393
372,119,7.805461e-05
157,233,7.1790535e-05
54,207,0.00036619185
321,166,-0.00027909363
302,105,0.00011014333
463,187,-2.4985988e-05
435,236,-0.00039671967
0,110,0.00011595758
247,229,0.0001205937
29,115,-0.00022015115
470,49,-3.7394e-05
53,7,-0.00024355156
48,207,-0.0002935934
381,3,-0.00014771009
316,6,-2.4329405e-05
102,88,-0.00043572532
213,88,0.00036676833
346,159,0.00024353014
8,23,-0.0002898951
384,198,-0.0001457897
379,146,5.7602767e-05
467,110,0.00012060674
411,83,5.4570846e-06
7,105,-0.00014158385
270,55,0.00018642517
157,38,-5.140016e-05
291,34,0.00027933484
