x,y,latent_sum-auto_d387
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,-2.3346263e-05
11,0,
12,0,
13,0,
14,0,9.195678e-05
15,0,0.0001590949
16,0,8.499519e-05
17,0,0.00022041948
18,0,4.6543966e-05
19,0,0.00018891714
20,0,-0.00026580895
21,0,-2.7971255e-06
22,0,0.00021308569
23,0,-0.0002957058
24,0,-0.00015375034
25,0,-4.9740353e-05
26,0,-6.9439455e-05
27,0,0.00017236463
28,0,0.00013016502
29,0,-0.00018634861
30,0,-2.99784e-06
31,0,8.1349106e-05
32,0,0.00017996953
33,0,0.00028123174
34,0,-3.8884085e-05
35,0,-2.1608299e-05
36,0,8.582763e-05
37,0,-0.00018420322
38,0,-0.000194992
39,0,0.00022069743
40,0,6.1937775e-05
41,0,0.00020882321
42,0,0.00020204933
43,0,0.00012583523
44,0,7.874789e-05
45,0,-4.387919e-05
46,0,7.3230054e-05
47,0,-0.00016453874
48,0,-0.00018657374
49,0,3.2911354e-05
50,0,0.00027085515
51,0,2.3454384e-05
52,0,-0.00019721781
53,0,8.090642e-05
54,0,7.734023e-05
55,0,-0.00013024152
56,0,0.00016627564
57,0,-0.000117891876
58,0,0.0002523794
59,0,0.00013221461
60,0,-0.00020899756
61,0,-7.477772e-05
62,0,0.00011607935
63,0,9.6555494e-05
64,0,-7.725436e-05
65,0,-0.00011119721
66,0,7.555398e-06
67,0,-0.00029417983
68,0,7.8750236e-05
69,0,-4.066323e-05
70,0,8.8305605e-05
71,0,0.00012515565
72,0,2.7659145e-05
73,0,0.00024378904
74,0,0.00012555893
75,0,0.00013143523
76,0,0.00017597292
77,0,4.4122673e-05
78,0,-7.360955e-05
79,0,0.0001370067
80,0,3.6229598e-05
81,0,-9.714272e-05
82,0,0.00030422065
83,0,0.00028998096
84,0,3.2527736e-05
85,0,-0.00014104032
86,0,0.00020838041
87,0,0.00022920735
88,0,7.3108546e-05
89,0,8.5542866e-05
90,0,0.00021166174
91,0,5.7286234e-05
92,0,-1.5198995e-05
93,0,-6.217678e-05
94,0,0.000120024706
95,0,0.00012507851
96,0,-0.00015926307
97,0,-9.76006e-05
98,0,1.2924094e-05
99,0,1.8019287e-05
100,0,9.995104e-05
101,0,-3.485965e-05
102,0,-0.00015636087
103,0,-4.3150576e-05
104,0,0.0001892088
105,0,1.2843899e-05
106,0,-5.984117e-05
107,0,-0.00012828677
108,0,0.00015195334
109,0,-0.0002607576
110,0,7.933879e-05
111,0,7.765556e-05
112,0,-4.675315e-05
113,0,5.4612814e-05
114,0,-5.998768e-05
115,0,0.00031607374
116,0,0.000116661875
117,0,-2.046043e-05
118,0,1.630548e-05
119,0,0.00012911043
120,0,8.198578e-05
121,0,0.00010659499
122,0,-0.00013252378
123,0,-0.00021296756
124,0,-8.5547756e-05
125,0,7.492388e-05
126,0,-2.5901303e-05
127,0,1.2511286e-05
128,0,0.0002573011
129,0,9.006256e-05
130,0,-9.4459596e-05
131,0,0.00015009427
132,0,-0.00015341173
133,0,0.00011267926
134,0,0.00032856368
135,0,0.00012158301
136,0,0.00023475224
137,0,-0.00020569372
138,0,4.8260204e-05
139,0,
140,0,
141,0,0.00016709282
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,0.00031058188
150,0,0.00020510769
151,0,
152,0,0.00021968604
153,0,0.0004753818
154,0,
155,0,0.00015456742
156,0,0.00047899032
157,0,0.0005360288
158,0,0.00051276933
159,0,0.00036150828
160,0,1.4626043e-05
161,0,0.00024865384
162,0,0.00028979243
163,0,
164,0,
165,0,0.0002214988
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,8.2353145e-05
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,-0.00020067034
187,0,-0.00024719982
188,0,2.2950117e-05
189,0,0.00017972972
190,0,0.000115264964
191,0,-6.968567e-05
192,0,-2.7652452e-05
193,0,4.3614593e-05
194,0,-1.9641418e-05
195,0,0.0001423734
196,0,4.9547423e-05
197,0,-6.419151e-05
198,0,-0.00012261189
199,0,7.576145e-05
200,0,4.3630018e-05
201,0,-4.69292e-05
