x,y,latent_d0
431,140,0.00035761643
471,135,0.00029775556
190,48,0.00037570638
476,148,0.0004010146
494,38,0.00034804214
321,178,0.00032171767
147,219,0.00019103722
116,49,0.00033963632
6,250,0.0003002792
49,214,0.0003835001
103,139,0.00035736544
166,115,0.0004169681
267,83,0.00024390241
90,59,0.00033221234
339,29,0.00029971494
143,142,0.00034854093
368,88,0.00033218312
99,142,0.00029822413
345,261,0.0004100365
130,15,0.00035917133
216,153,0.00027251066
38,75,0.00021641629
122,234,0.00021508892
306,136,0.0003959165
416,89,0.00029725806
280,151,0.0003479788
339,172,0.00035944287
454,200,0.00037974442
32,190,0.00036586248
17,176,0.00046414798
490,259,0.00012275731
123,234,0.00027929668
414,95,0.0002092029
305,186,0.00022645711
406,188,0.00040498198
413,8,0.00042571887
374,187,0.00023492877
383,254,0.00038381535
328,207,0.00030562535
196,101,0.00036213573
305,29,0.0003433637
60,4,0.00041377472
151,156,0.00040387802
459,143,0.00037745523
288,45,0.00032760444
457,232,0.0004461546
305,140,0.0003957719
256,7,0.0003420014
478,231,0.0003806335
385,108,0.0003341102
419,14,0.00037343355
164,37,0.00040806978
109,128,0.00034210095
223,43,0.00033158375
211,32,0.00042221035
128,60,0.0001383363
103,44,0.00036125202
36,184,0.00031427186
201,188,0.00028619586
118,181,0.00041056084
404,58,0.00036113165
445,119,0.00031970718
127,5,0.00042408574
194,41,0.00037757828
347,165,0.00039906296
140,160,0.00020705056
492,54,0.00027456388
323,102,0.00038262302
387,261,0.0003420772
467,110,0.0003456608
107,127,0.00038615093
30,145,0.00019801696
40,17,0.00036162246
28,155,9.5913856e-05
74,15,0.00041237587
398,52,0.00028503579
188,121,0.00036327713
191,176,0.00022057132
413,88,0.0002797259
477,235,0.00040421888
58,145,0.00018481861
232,183,0.00031774727
438,56,0.00034093452
243,162,0.00039000864
471,236,0.00034902312
12,224,0.00034546552
304,248,0.00028648516
199,235,0.00038946912
382,131,0.00029392805
137,14,0.00018185863
406,82,0.00035723296
63,143,-3.0935218e-05
334,92,0.00035496158
9,20,0.00025662567
449,32,0.0003084124
169,40,0.00037407505
410,257,0.00027801367
399,150,0.0003856699
169,200,0.0002746193
261,249,0.00020218387
56,224,0.0005857849
63,218,0.00039925516
462,169,0.00033815866
37,42,0.00039018653
126,205,0.00030105442
484,44,0.00039881977
427,60,0.00035188903
178,100,0.0003533661
325,181,0.0003440271
139,197,0.00026678698
339,15,0.00038356122
486,35,0.00031530226
314,109,0.00039360308
137,234,0.00033140832
42,263,0.00033510543
308,164,0.00041753575
61,18,0.00040334262
212,86,0.00035342967
384,93,0.00042248986
388,91,0.00036368836
215,76,0.00034771799
163,190,0.00024741932
77,86,0.00036189388
234,234,0.00031486628
323,29,0.00024927533
449,53,0.00033714992
295,98,0.00048129572
287,70,0.0003948425
389,148,0.00036940593
423,122,0.00024817392
210,249,0.00035721014
425,136,0.00038345516
128,170,0.00019642603
170,220,0.00031571378
64,69,0.00034476
300,208,0.0003859652
339,154,0.00036192636
113,172,0.00035783954
324,207,0.00020920948
392,18,0.0004298526
10,99,0.00017773148
216,115,0.00042533767
453,178,0.0001976665
309,99,0.00042222804
41,68,0.00032638255
237,219,0.0003453245
387,58,0.00042486345
491,62,0.00039096634
77,58,0.0003605314
300,135,0.00037763847
397,238,0.00039584856
239,80,0.00035190277
58,239,0.00038060013
441,133,0.00029802797
486,220,0.00044469498
485,134,0.00028251458
370,238,0.0004114105
120,235,0.00033515753
68,207,0.00027177102
216,219,0.00026004468
60,182,0.00032365232
174,154,0.00044869664
350,105,0.00040042345
490,258,0.00029190475
377,98,0.00046313842
139,226,0.00028411575
7,120,0.00035288962
337,119,0.00029029502
339,263,0.0003671995
408,222,0.00039697668
348,82,0.00026669735
435,183,0.00037707246
435,23,0.00036800993
303,223,0.00035151394
485,29,0.00038483916
124,133,0.0002545124
331,29,0.00012931248
319,155,0.00017296764
412,182,0.00030844155
473,12,0.0002506446
139,111,0.0004199668
371,159,0.00043714748
201,156,0.00038391651
198,184,0.00035267606
136,106,0.00025905008
234,149,0.00034569306
336,27,0.00035858274
265,168,0.00032524715
439,160,0.0003917298
18,178,0.00040898166
187,83,0.00032687208
245,253,0.00042678704
33,120,0.0003229387
266,237,0.00025093285
115,165,0.00026608395
463,173,0.00028705157
103,13,0.00029644583
292,169,0.00040619532
170,114,0.0004061111
384,22,0.00040919337
381,1,0.0004474333
481,62,0.0003649786
286,50,0.00032270126
314,16,0.00031377838
87,249,0.0004081058
169,256,0.0003653535
163,251,0.00031632846
312,248,0.0003852079
189,221,0.000273034
229,85,0.00043284192
460,174,0.00031363647
312,263,0.00034022125
324,218,0.00031827125
76,62,0.00037278797
418,43,0.0004583258
492,184,0.0001804159
338,29,0.00029645403
332,133,0.000291943
328,148,0.00025589994
74,157,0.00025854105
73,246,0.00021143348
208,91,0.00030292044
133,220,0.0003644804
124,217,0.00042177222
123,34,0.00030990402
61,61,0.00037752368
266,4,0.00028411657
348,91,0.0003410021
313,30,0.0002578818
348,194,0.00023704374
427,196,0.00037957632
325,263,0.0003755683
40,183,0.00019713768
132,112,0.0003762798
475,93,0.00033140313
82,79,0.00038514435
266,262,0.00024016903
88,195,0.00029147256
207,181,0.0002651014
112,235,0.00026515868
86,244,0.00036094766
448,232,0.0002951972
372,241,0.00038537048
455,190,0.00030441917
344,98,0.0004215533
50,162,0.00023182362
470,249,0.00040827467
320,116,0.00041965288
143,29,0.0003725772
124,218,0.0004249947
211,70,0.00034499637
98,100,0.00038541856
483,57,0.00037321387
17,29,0.00021485562
400,38,0.00033422824
404,177,0.00031181166
477,114,0.0002771483
322,61,0.00035775683
167,203,0.0003121835
397,214,0.00031659633
196,196,0.0003261496
202,166,0.00038921458
127,259,0.0003553954
266,179,0.00042104724
341,233,0.00032740014
463,1,0.00031953046
203,258,0.00033991368
348,108,0.0003096425
319,172,0.00034915112
91,1,0.00039789997
228,239,0.00030432423
33,142,6.066062e-05
313,47,0.00019347118
121,48,0.00027817095
302,175,0.00030252236
171,264,0.0003724697
194,253,0.00034110688
288,204,0.00044896748
383,56,0.00029295214
80,245,0.00040110774
344,36,0.00037548653
235,207,0.0003626347
450,146,0.00031106806
451,155,0.00030138073
243,9,0.00039236518
397,36,0.00031363833
202,199,0.0003186953
256,102,0.00040099703
77,156,0.00030313534
193,74,0.0003089852
266,222,0.00038852458
310,29,0.00015490231
125,205,0.00040371667
186,31,0.00031520906
265,65,0.00038558603
146,194,0.0002830034
226,232,0.00035370965
474,203,7.981979e-05
217,191,0.00036738496
208,74,0.0003238111
197,24,0.00036948532
10,164,0.0004131662
252,193,0.0003747903
260,90,8.377296e-05
193,140,0.0004638247
157,251,0.00032714635
133,254,0.00035742568
183,132,0.00036865516
181,88,0.00042402136
27,191,0.00025488695
410,42,0.00027531592
95,154,0.00029245924
350,59,0.00028245358
39,97,0.00043614456
269,206,0.00024410427
410,140,0.00041626007
427,80,0.00030739044
96,59,0.00042221454
207,28,0.00031723946
380,108,0.0004669034
145,191,0.0003415081
467,234,0.0004610199
143,12,0.00027997346
253,66,0.00036818962
210,219,0.00040534305
317,64,0.0004068855
490,152,0.00034721076
121,120,0.0003664591
306,151,0.00040432494
4,144,0.00031512356
413,79,0.0002328635
434,130,0.00026684182
273,1,0.00026182024
460,227,0.0003614039
98,116,0.00038794297
225,0,0.00039467486
446,79,0.00035211138
171,10,0.00015958093
490,55,0.00030450415
420,248,0.00036512237
70,258,0.00027831862
213,108,0.00025783913
72,102,0.0003676136
167,23,0.00024886403
438,203,0.00026849264
436,48,0.0004167802
215,114,0.00031952586
365,53,0.00033910226
123,16,0.0003493113
245,12,0.0003297587
51,233,0.0004979139
439,260,0.000317549
185,233,0.00041838895
263,10,0.00027968755
141,76,0.00024491045
373,208,0.00046027018
181,128,0.00042341408
403,136,0.000360342
407,245,0.00036001936
436,232,0.0004571531
170,46,0.00030808678
221,11,0.00031082248
200,158,0.00042184195
224,169,0.00038455662
35,50,0.00026188898
374,150,0.00031989542
148,168,0.00025736648
244,188,0.0003622305
129,229,0.0004050331
354,149,0.00039110842
460,164,0.0003548206
221,31,0.0003586765
409,109,0.00026322142
177,146,0.00045107314
222,106,0.00040253557
289,95,0.00030170285
233,132,0.0004262663
467,145,0.00036340693
186,209,0.00027558542
85,43,0.0003292846
286,190,0.00032996674
474,245,0.000334556
1,28,0.00023144096
70,158,0.00030033806
288,68,0.00037963802
134,264,0.0002760029
369,229,0.0004070596
401,195,0.00037050378
403,199,0.0003915174
302,32,0.00034313832
456,189,0.00038725106
364,252,0.00041381418
476,209,0.00022572171
418,106,0.00036366956
481,65,0.00029552457
231,137,0.00035944607
87,169,0.00026990377
453,168,0.00036473208
139,106,0.00033310198
390,238,0.00038753505
54,102,0.00034426127
47,160,0.00019956267
42,54,0.00042970254
281,216,0.00039944614
292,205,0.0003786925
379,175,0.00041288495
257,51,0.0002561216
370,95,0.000342407
40,180,0.00015153558
105,89,0.0003903857
157,76,0.00043621447
349,2,0.0003842001
187,223,0.00040946374
404,126,0.0004093135
76,249,0.00038502898
363,4,0.00037598037
309,189,0.0002630926
482,8,0.0003737389
273,141,0.00030229994
451,55,0.00040447988
328,199,0.00035728226
128,235,0.00026120534
36,152,0.000118057214
401,70,0.00042531008
309,136,0.00034801636
409,262,0.000374113
433,22,0.0004387443
155,106,0.0004246492
150,263,0.0003691298
122,194,0.00041640855
100,126,0.00034891398
178,133,0.00045539366
131,250,0.00030091355
388,133,0.00028837912
128,1,0.0004016419
332,180,0.00034614853
185,231,0.00035700764
362,112,0.00027033905
142,93,0.00022931895
194,264,0.00035632987
229,109,0.00039215162
27,263,0.00031317896
75,38,0.00018250218
10,188,0.0003779252
282,42,0.00034621675
385,19,0.00039568738
405,252,0.00021692549
487,156,0.0003167341
111,158,0.00032430826
123,258,0.00030329495
199,11,0.0004519424
491,199,0.000127067
289,205,0.0003179032
73,80,0.00037446347
382,2,0.00046354483
327,74,0.0004151859
453,179,0.0003161479
222,262,0.00033151745
374,137,0.00027990664
117,95,0.00028148477
189,107,0.00029035876
160,102,0.00041413403
253,176,0.00042799304
268,251,9.164188e-05
403,103,0.00036030976
458,139,0.00039638308
63,161,0.0001667648
49,173,0.00013918968
405,4,0.00034661606
86,111,0.00032305063
256,149,0.00035094956
82,123,8.100312e-05
321,151,0.00027022974
387,0,0.00038906894
202,237,0.0003848404
358,8,0.00040709952
488,88,0.0003370236
382,190,0.00034628258
226,12,0.00041319997
214,175,0.0002984814
59,147,0.0002855309
159,246,0.00026841552
0,50,0.0001738439
103,177,0.00027258237
405,145,0.0003479262
43,39,0.00034267138
0,10,0.00031002433
443,20,0.00035774303
251,253,0.00025317803
287,255,0.00040683974
438,251,0.00036110138
164,97,0.0003445676
219,8,0.000299399
321,125,0.00037963517
62,182,0.000364469
56,160,0.00023238614
480,54,0.00028449818
359,180,0.00040205594
78,215,0.00042399028
303,219,0.0003961796
353,88,0.00028396767
359,225,0.00031786083
61,203,0.0003888523
7,137,0.0001067835
154,54,0.00027905658
408,219,0.00038324107
403,76,0.00027292987
394,103,0.00033837903
387,51,0.0002951702
163,30,0.00023421922
146,0,0.0002043042
385,83,0.00038913728
370,107,0.00044315125
345,251,0.00042403143
246,153,0.0003584374
349,32,0.00038443107
33,121,0.00035262093
447,240,0.0003678768
249,215,0.00037165682
140,203,0.00027225228
169,253,0.00037837555
186,96,0.00040194052
39,241,0.00042438033
142,84,0.00029779298
38,138,0.0002574039
59,214,0.0003108173
10,108,0.00025041305
437,146,0.00033525153
61,164,0.0003367842
439,254,0.00034989233
43,250,0.00033399856
368,112,0.00028571734
349,125,0.00032617428
402,205,0.00037470026
295,254,0.0004196154
117,261,0.00023492172
431,24,0.00040504916
46,100,0.0003809208
412,194,0.00039664443
43,173,0.00022495902
224,203,0.00042507032
117,138,0.0004709539
233,193,0.0003676703
252,6,0.000392722
65,150,0.00017246141
348,132,0.00029214154
208,145,0.00043742868
36,130,0.00011339274
481,116,0.00034028498
352,256,0.000419887
6,51,0.0002785042
219,184,0.00033729678
335,169,0.00024422826
221,103,0.00038361448
304,112,0.00038021975
278,233,0.00031646815
361,15,0.0003224892
391,121,0.0003178035
221,108,0.00038953245
24,44,0.00013512946
78,103,0.00028170474
245,51,0.00037426964
239,177,0.00039778443
199,182,0.00036642802
421,169,0.0004030804
65,5,0.0003710979
478,112,0.00035495902
154,109,0.00041105665
310,132,0.0004204828
173,44,0.0003875415
475,252,0.00019712848
30,41,0.00025950043
420,64,0.00037110606
154,246,0.000351074
302,176,0.00038485343
360,234,0.00046745394
180,246,0.00036097885
69,168,0.00017681738
1,59,0.00013866808
242,35,0.00027754405
427,123,0.0002529554
38,245,0.00051994645
142,222,0.0002661712
310,110,0.0004278006
393,128,0.00045273747
38,189,0.00021922661
100,37,0.00046757844
173,91,0.00036038712
140,161,0.00022750066
258,130,0.00046086535
212,240,0.00035460023
31,224,0.00039169498
453,190,0.0003951924
57,117,0.00017305682
26,15,0.000285348
171,226,0.0002967112
333,41,0.00028294037
482,17,0.00034971753
56,73,0.00039582347
351,120,0.0003270528
434,173,0.00042180202
477,112,0.00029172594
316,177,0.0004174481
218,157,0.00030505235
386,202,0.00040883324
18,29,0.00023730137
277,132,0.00014593682
376,76,0.00043458978
387,88,0.00039133694
317,14,0.00024406952
32,146,1.5382975e-05
355,209,0.00030877444
464,188,0.0002639092
210,81,0.00035235364
186,238,0.0003580938
