x,y,latent_rgb-3_0_8_d166
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,-0.0005957737
11,0,
12,0,
13,0,
14,0,0.00021332863
15,0,0.00027786067
16,0,-0.00019121997
17,0,-0.00033250626
18,0,0.00043003296
19,0,0.0003970319
20,0,-0.00022429926
21,0,0.00039160193
22,0,-0.00012642262
23,0,-0.0001691127
24,0,0.00018611329
25,0,0.0001793222
26,0,4.914275e-05
27,0,0.0004342607
28,0,3.9031263e-05
29,0,0.00045441743
30,0,0.0006340189
31,0,0.0011044958
32,0,0.000122028636
33,0,0.00036053557
34,0,0.00027396088
35,0,0.00036652258
36,0,0.0009262292
37,0,-4.4381362e-05
38,0,0.00040166767
39,0,8.5950596e-05
40,0,0.000495726
41,0,0.00026834127
42,0,-0.00011852733
43,0,0.0007528877
44,0,0.00010050251
45,0,0.00052464416
46,0,0.00023331936
47,0,0.00047384424
48,0,4.065782e-05
49,0,0.00015057717
50,0,0.0001380333
51,0,0.00034507643
52,0,0.0005671163
53,0,0.00032956095
54,0,-9.420409e-05
55,0,0.00066655595
56,0,9.744603e-05
57,0,0.0005076026
58,0,-0.00014113088
59,0,3.1774165e-05
60,0,-0.0001372355
61,0,-6.7929504e-05
62,0,0.00054074626
63,0,0.00058833475
64,0,7.702294e-05
65,0,1.2428383e-05
66,0,0.00010700745
67,0,0.00034478994
68,0,-3.5779667e-05
69,0,0.00060048373
70,0,0.00023730728
71,0,0.00046312355
72,0,4.8936112e-05
73,0,0.0002557392
74,0,0.000484035
75,0,0.000978754
76,0,-0.00023345556
77,0,0.00055537105
78,0,0.00039605342
79,0,0.00023786025
80,0,0.000460819
81,0,0.0005407699
82,0,0.000420223
83,0,9.2547154e-05
84,0,0.00013407797
85,0,6.6009234e-05
86,0,0.00049806514
87,0,9.176228e-05
88,0,0.00070775894
89,0,-4.3941895e-05
90,0,-0.00013370335
91,0,0.00036268297
92,0,0.0005191368
93,0,0.00012975419
94,0,0.0002544563
95,0,2.707343e-05
96,0,0.0004647238
97,0,0.00045512046
98,0,-9.077031e-05
99,0,0.0003915208
100,0,5.8725127e-05
101,0,0.00035665464
102,0,-0.00012604438
103,0,0.0005026455
104,0,3.9637904e-05
105,0,0.0004019034
106,0,0.00026420003
107,0,0.000104053994
108,0,0.00056899316
109,0,5.0767907e-05
110,0,0.00069097104
111,0,0.00035645347
112,0,0.00032063934
113,0,0.00047162082
114,0,0.0004307566
115,0,-0.00017263019
116,0,-0.00011666876
117,0,0.000357967
118,0,0.00044162862
119,0,0.00020016218
120,0,0.00039550557
121,0,0.00017753977
122,0,0.00014368177
123,0,0.0004764616
124,0,0.00027767848
125,0,0.0005454727
126,0,-0.00030229008
127,0,0.0002845931
128,0,0.00044542877
129,0,0.00015636871
130,0,5.751208e-05
131,0,5.4121017e-05
132,0,3.1871023e-05
133,0,-8.6178305e-05
134,0,-0.00057810347
135,0,-0.0003880338
136,0,9.7982236e-05
137,0,0.00031399622
138,0,1.5547732e-05
139,0,
140,0,
141,0,-1.8352177e-05
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,0.00083642546
150,0,0.00010230439
151,0,
152,0,-0.00021124794
153,0,0.00013114768
154,0,
155,0,0.0003965979
156,0,-0.0001765904
157,0,0.00041054294
158,0,0.00029122026
159,0,0.00015494495
160,0,-0.00026260247
161,0,-0.0003658285
162,0,2.1415763e-05
163,0,
164,0,
165,0,0.0006010062
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,0.00041966047
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,-0.0002660827
187,0,0.00066865096
188,0,0.0002427887
189,0,4.082604e-05
190,0,0.0006327601
191,0,0.0003275089
192,0,-0.0002863158
193,0,-0.00010469719
194,0,-2.651359e-06
195,0,0.0002539287
196,0,0.0005230291
197,0,0.00060890615
198,0,-0.00017712347
199,0,0.00038822868
200,0,5.4047094e-05
201,0,-0.0004979898
202,0,0.000545906
203,0,-7.9007936e-05
204,0,0.00024680805
205,0,0.00052258384
206,0,0.000493936
207,0,0.00060704106
208,0,4.5753783e-05
