x,y,latent_sum-auto_d185
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,-0.00014011469
11,0,
12,0,
13,0,
14,0,-0.00060803234
15,0,0.00034891558
16,0,0.00013360614
17,0,-0.00016631396
18,0,-0.00026983325
19,0,-0.00016542315
20,0,5.0017145e-05
21,0,-3.4524826e-05
22,0,0.000118774595
23,0,-0.00018449943
24,0,-0.00030198274
25,0,-0.00024346565
26,0,7.330743e-05
27,0,0.0003295939
28,0,0.00041757943
29,0,-0.00019499427
30,0,0.00031670998
31,0,-9.4891526e-05
32,0,0.00023836386
33,0,0.0003305422
34,0,-0.00031127944
35,0,-0.00025745574
36,0,0.0001406679
37,0,-0.00013647904
38,0,0.00012333039
39,0,-2.6443508e-05
40,0,-8.484768e-05
41,0,-0.0001456691
42,0,1.3083452e-05
43,0,0.0001770698
44,0,8.121156e-05
45,0,-0.00024794973
46,0,-0.000275088
47,0,-0.00019247737
48,0,-9.4297575e-05
49,0,0.00036856113
50,0,-0.0001557644
51,0,-0.00024911854
52,0,-0.00016819662
53,0,-6.130175e-05
54,0,9.391992e-05
55,0,0.00047783833
56,0,-0.00024436018
57,0,-0.00021564052
58,0,-6.599678e-05
59,0,-0.0001092162
60,0,-0.00061537535
61,0,-1.878338e-05
62,0,-0.0001237439
63,0,6.0744816e-05
64,0,0.0003913585
65,0,0.00031278818
66,0,0.00026948587
67,0,-0.00010871119
68,0,0.00019133138
69,0,0.00031718635
70,0,0.00041273888
71,0,0.00019760942
72,0,0.00027426193
73,0,0.0010180941
74,0,-5.6002988e-05
75,0,0.00016640453
76,0,-0.00034670485
77,0,0.00013985182
78,0,0.0003555275
79,0,0.00046811835
80,0,3.9907172e-05
81,0,0.00062131765
82,0,8.194521e-05
83,0,0.00017322297
84,0,0.0004278086
85,0,0.0003782527
86,0,-0.0001454018
87,0,0.00023877504
88,0,0.00015506195
89,0,0.00046710554
90,0,2.6773894e-05
91,0,0.00010203221
92,0,6.22801e-05
93,0,-6.157416e-05
94,0,-0.00010615261
95,0,0.00018163025
96,0,0.00014652777
97,0,0.00054432824
98,0,0.00014216709
99,0,-0.00046265312
100,0,-0.00021268474
101,0,5.0668838e-05
102,0,0.00013169693
103,0,-0.0004350487
104,0,-0.00021037413
105,0,0.0001356909
106,0,-5.3252792e-05
107,0,0.00021674391
108,0,0.0005040434
109,0,0.00027826312
110,0,-0.0001467599
111,0,0.0002111271
112,0,-0.00016114302
113,0,0.000111721456
114,0,-0.00028745923
115,0,-0.0003432359
116,0,1.1578901e-05
117,0,0.00010464131
118,0,5.4081902e-05
119,0,0.00027700723
120,0,-2.107909e-05
121,0,-0.00012490689
122,0,0.000117836986
123,0,0.00031855493
124,0,6.461516e-06
125,0,-0.0001961242
126,0,4.3923734e-05
127,0,-0.00052901986
128,0,-0.00016530673
129,0,-0.00023986306
130,0,0.00011009886
131,0,-0.00021074153
132,0,0.00043935305
133,0,-0.0005085727
134,0,-0.00034068245
135,0,0.0002894327
136,0,0.00036876067
137,0,-0.00011567795
138,0,0.00037352578
139,0,
140,0,
141,0,0.0001862382
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,-1.8078368e-05
150,0,-0.0002810238
151,0,
152,0,-0.00042185676
153,0,1.6018981e-05
154,0,
155,0,0.00060078176
156,0,-0.0006374647
157,0,-9.790761e-06
158,0,-3.0121999e-05
159,0,0.0007299492
160,0,-0.00020709937
161,0,0.00021645823
162,0,0.00020721531
163,0,
164,0,
165,0,-0.00043302216
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,0.00041986606
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,5.084183e-05
187,0,-2.014218e-06
188,0,0.00042176968
189,0,8.141599e-05
190,0,3.0049589e-05
191,0,-0.00030703028
192,0,0.000303393
193,0,-0.00022844435
194,0,0.00074684364
195,0,0.00024364796
196,0,3.358419e-05
197,0,2.8184382e-05
198,0,0.00031297933
199,0,-0.0003202483
200,0,0.00016409252
201,0,-0.00046153786
202,0,0.00019146386
203,0,0.00064498605
204,0,-5.0101662e-05
