x,y,latent_rgb-3_0_8_d81
0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,-0.00031665433
11,0,
12,0,
13,0,
14,0,-0.0012143673
15,0,-0.000742279
16,0,-0.00078927353
17,0,-0.00034578424
18,0,0.00015138183
19,0,-0.00046006683
20,0,-0.0006227568
21,0,-0.00062614866
22,0,-0.00086983945
23,0,-0.00087096076
24,0,-0.00097364746
25,0,-0.00030528847
26,0,-0.0008341707
27,0,-0.00037276652
28,0,-0.0010078149
29,0,-0.000654961
30,0,-0.000929052
31,0,-0.0007902868
32,0,-0.0003507454
33,0,-0.00066097826
34,0,-0.00093702506
35,0,-0.00048696343
36,0,-0.000883732
37,0,-0.000891231
38,0,-0.00072557107
39,0,-0.0008883998
40,0,-0.0010996535
41,0,-0.00085920654
42,0,-0.00085519627
43,0,-0.0003479328
44,0,-0.00047735777
45,0,-0.00048701465
46,0,-0.000830302
47,0,-0.0011998927
48,0,-0.0005870117
49,0,-0.0004556002
50,0,-0.00040785782
51,0,-0.0010133917
52,0,-0.00029472914
53,0,-0.0007048212
54,0,-0.0007263208
55,0,-0.0008950578
56,0,-0.0011425139
57,0,-0.00045706145
58,0,-0.0009344127
59,0,-0.0005968306
60,0,-0.0006430801
61,0,-0.00090034027
62,0,-0.00095947087
63,0,-0.0009843884
64,0,-0.0010612439
65,0,-0.0008796677
66,0,-0.0017104778
67,0,-0.00042745005
68,0,-0.00053756684
69,0,-0.00074880756
70,0,-0.00079906266
71,0,-0.0009021647
72,0,-0.00077372603
73,0,-0.0008975342
74,0,-0.00056858547
75,0,-0.0013423078
76,0,-0.000841151
77,0,-0.0007973686
78,0,-0.00051788054
79,0,-0.0010637995
80,0,-0.0008903574
81,0,-0.0007823417
82,0,-0.0002275277
83,0,-0.000840554
84,0,-0.0008263467
85,0,-0.00077781826
86,0,-0.00061028637
87,0,-0.00072220434
88,0,-0.0010183882
89,0,-0.00059364364
90,0,-0.00046267547
91,0,-0.00094335526
92,0,-0.0008260356
93,0,-0.0004858952
94,0,-0.0006089844
95,0,-0.00046546292
96,0,-0.0006538369
97,0,-0.000684347
98,0,-0.0011526532
99,0,-0.00097274594
100,0,-0.0004956024
101,0,-0.0010631038
102,0,-0.0005796049
103,0,-0.00057463907
104,0,-0.001428741
105,0,-0.0002838662
106,0,-0.0007034084
107,0,-0.0006880155
108,0,-0.0011164779
109,0,-0.0010972284
110,0,-0.0006734198
111,0,-0.0011090469
112,0,-0.00077562965
113,0,-0.00071806833
114,0,-0.00096458197
115,0,-0.00076717604
116,0,-0.0012336457
117,0,-0.000841449
118,0,-0.0013145013
119,0,-0.000992991
120,0,-0.0006266441
121,0,-0.0006450061
122,0,-0.00036616996
123,0,-0.0007161638
124,0,-0.0008587139
125,0,-0.00033960864
126,0,-0.0009364616
127,0,-0.00061974674
128,0,-0.0009868052
129,0,-0.001027951
130,0,-0.0009731194
131,0,-0.0006030649
132,0,-0.00071898196
133,0,-0.0005973177
134,0,-0.0007096445
135,0,-0.0011520768
136,0,-0.0006409371
137,0,-0.00041055493
138,0,-0.0008015223
139,0,
140,0,
141,0,-0.0005788412
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,0,
149,0,-0.00043984037
150,0,-0.00053650606
151,0,
152,0,-0.0011640266
153,0,-0.00055859983
154,0,
155,0,-0.0006293021
156,0,-0.0007283017
157,0,-0.0005490072
158,0,-0.0009834878
159,0,-0.0010831784
160,0,-0.00070283003
161,0,-0.00041520968
162,0,-0.00085854623
163,0,
164,0,
165,0,-0.00066079106
166,0,
167,0,
168,0,
169,0,
170,0,
171,0,
172,0,
173,0,
174,0,
175,0,
176,0,
177,0,
178,0,
179,0,-0.0007059239
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,-0.00076608453
187,0,-0.0009900201
188,0,-0.00075165275
189,0,-0.0007054163
190,0,-0.00012515578
191,0,-0.0009978209
192,0,-0.000415612
193,0,-0.00048686098
194,0,-0.0005528359
195,0,-0.001173133
196,0,-0.0012504552
197,0,-0.0011687549
198,0,-0.0008851951
199,0,-0.0011175862
200,0,-0.00088078063
201,0,-0.00028157048
202,0,-0.0012112791
203,0,-0.0012258878
